;dc_nome;cd_estacao;vl_longitude;vl_latitude;vl_altitude;year;temp_media_C
0;BOA VISTA;82024;-60.66194444;2.82944443;84.18;1961.0;28.71819012797082
1;BOA VISTA;82024;-60.66194444;2.82944443;84.18;1962.0;29.132584269662917
2;BOA VISTA;82024;-60.66194444;2.82944443;84.18;1970.0;27.965277777777764
3;BOA VISTA;82024;-60.66194444;2.82944443;84.18;1971.0;28.37062146892655
4;BOA VISTA;82024;-60.66194444;2.82944443;84.18;1972.0;27.895851528384263
5;BOA VISTA;82024;-60.66194444;2.82944443;84.18;1973.0;28.53566591422116
6;BOA VISTA;82024;-60.66194444;2.82944443;84.18;1974.0;27.53461187214607
7;BOA VISTA;82024;-60.66194444;2.82944443;84.18;1975.0;27.823287671232862
8;BOA VISTA;82024;-60.66194444;2.82944443;84.18;1976.0;27.661111111111072
9;BOA VISTA;82024;-60.66194444;2.82944443;84.18;1977.0;28.12584474885842
10;BOA VISTA;82024;-60.66194444;2.82944443;84.18;1978.0;28.154885844748893
11;BOA VISTA;82024;-60.66194444;2.82944443;84.18;1979.0;27.849451553930493
12;BOA VISTA;82024;-60.66194444;2.82944443;84.18;1980.0;28.16210317460319
13;BOA VISTA;82024;-60.66194444;2.82944443;84.18;1981.0;27.988223552894254
14;BOA VISTA;82024;-60.66194444;2.82944443;84.18;1982.0;28.466880146386107
15;BOA VISTA;82024;-60.66194444;2.82944443;84.18;1983.0;28.83653846153844
16;BOA VISTA;82024;-60.66194444;2.82944443;84.18;1984.0;27.93979963570128
17;BOA VISTA;82024;-60.66194444;2.82944443;84.18;1985.0;27.95484171322163
18;BOA VISTA;82024;-60.66194444;2.82944443;84.18;1986.0;28.109216589861763
19;BOA VISTA;82024;-60.66194444;2.82944443;84.18;1987.0;28.659822419533864
20;BOA VISTA;82024;-60.66194444;2.82944443;84.18;1988.0;28.6380952380952
21;BOA VISTA;82024;-60.66194444;2.82944443;84.18;1989.0;27.870027624309405
22;BOA VISTA;82024;-60.66194444;2.82944443;84.18;1990.0;28.091584158415834
23;BOA VISTA;82024;-60.66194444;2.82944443;84.18;1992.0;28.20694006309151
24;BOA VISTA;82024;-60.66194444;2.82944443;84.18;1993.0;28.128803716608576
25;BOA VISTA;82024;-60.66194444;2.82944443;84.18;1994.0;28.394794520547954
26;BOA VISTA;82024;-60.66194444;2.82944443;84.18;1995.0;28.496413793103425
27;BOA VISTA;82024;-60.66194444;2.82944443;84.18;1996.0;28.54885844748854
28;BOA VISTA;82024;-60.66194444;2.82944443;84.18;1997.0;29.16148148148145
29;BOA VISTA;82024;-60.66194444;2.82944443;84.18;1998.0;29.355251141552486
30;BOA VISTA;82024;-60.66194444;2.82944443;84.18;1999.0;28.00548947849959
31;BOA VISTA;82024;-60.66194444;2.82944443;84.18;2000.0;28.070642201834975
32;BOA VISTA;82024;-60.66194444;2.82944443;84.18;2001.0;28.511141804788245
33;BOA VISTA;82024;-60.66194444;2.82944443;84.18;2002.0;28.789981617647125
34;BOA VISTA;82024;-60.66194444;2.82944443;84.18;2003.0;28.89623507805334
35;BOA VISTA;82024;-60.66194444;2.82944443;84.18;2004.0;28.877428307123104
36;BOA VISTA;82024;-60.66194444;2.82944443;84.18;2005.0;28.918749999999996
37;BOA VISTA;82024;-60.66194444;2.82944443;84.18;2006.0;28.831227106227036
38;BOA VISTA;82024;-60.66194444;2.82944443;84.18;2007.0;28.785595567867002
39;BOA VISTA;82024;-60.66194444;2.82944443;84.18;2008.0;28.502459016393477
40;BOA VISTA;82024;-60.66194444;2.82944443;84.18;2009.0;29.394838709677536
41;BOA VISTA;82024;-60.66194444;2.82944443;84.18;2010.0;28.609223744292244
42;BOA VISTA;82024;-60.66194444;2.82944443;84.18;2011.0;28.573002754820962
43;BOA VISTA;82024;-60.66194444;2.82944443;84.18;2012.0;28.780692167577413
44;BOA VISTA;82024;-60.66194444;2.82944443;84.18;2013.0;28.832568807339463
45;BOA VISTA;82024;-60.66194444;2.82944443;84.18;2014.0;29.15562015503875
46;BOA VISTA;82024;-60.66194444;2.82944443;84.18;2015.0;28.55360419397118
47;BOA VISTA;82024;-60.66194444;2.82944443;84.18;2016.0;27.995632530120474
48;BOA VISTA;82024;-60.66194444;2.82944443;84.18;2017.0;27.667924528301896
49;BOA VISTA;82024;-60.66194444;2.82944443;84.18;2018.0;28.509501738122847
50;BOA VISTA;82024;-60.66194444;2.82944443;84.18;2019.0;29.119382022471914
51;BOA VISTA;82024;-60.66194444;2.82944443;84.18;2020.0;29.091948764867332
52;BOA VISTA;82024;-60.66194444;2.82944443;84.18;2021.0;28.444344344344387
53;CARACARAI;82042;-61.12083332;1.83249999;51.99;1970.0;27.642323651452287
54;CARACARAI;82042;-61.12083332;1.83249999;51.99;1978.0;27.947272727272708
55;CARACARAI;82042;-61.12083332;1.83249999;51.99;1979.0;27.208199811498577
56;CARACARAI;82042;-61.12083332;1.83249999;51.99;1980.0;27.447064676616915
57;CARACARAI;82042;-61.12083332;1.83249999;51.99;1981.0;27.351002004008
58;CARACARAI;82042;-61.12083332;1.83249999;51.99;1982.0;27.00093545369507
59;CARACARAI;82042;-61.12083332;1.83249999;51.99;1983.0;28.039813953488324
60;CARACARAI;82042;-61.12083332;1.83249999;51.99;1984.0;27.39133858267711
61;CARACARAI;82042;-61.12083332;1.83249999;51.99;1985.0;27.498105682951124
62;CARACARAI;82042;-61.12083332;1.83249999;51.99;1986.0;27.350675675675628
63;CARACARAI;82042;-61.12083332;1.83249999;51.99;1987.0;28.080111524163527
64;CARACARAI;82042;-61.12083332;1.83249999;51.99;1988.0;27.906375227686702
65;CARACARAI;82042;-61.12083332;1.83249999;51.99;1989.0;26.95802997858674
66;CARACARAI;82042;-61.12083332;1.83249999;51.99;1993.0;28.038620689655204
67;CARACARAI;82042;-61.12083332;1.83249999;51.99;1994.0;27.872176308539967
68;CARACARAI;82042;-61.12083332;1.83249999;51.99;1995.0;28.018044077134988
69;CARACARAI;82042;-61.12083332;1.83249999;51.99;1996.0;27.404757548032897
70;CARACARAI;82042;-61.12083332;1.83249999;51.99;1997.0;28.53643835616436
71;CARACARAI;82042;-61.12083332;1.83249999;51.99;1998.0;28.794392523364415
72;CARACARAI;82042;-61.12083332;1.83249999;51.99;1999.0;27.63058608058608
73;CARACARAI;82042;-61.12083332;1.83249999;51.99;2000.0;27.627140255008868
74;CARACARAI;82042;-61.12083332;1.83249999;51.99;2001.0;28.23763736263708
75;CARACARAI;82042;-61.12083332;1.83249999;51.99;2002.0;28.48803652968004
76;CARACARAI;82042;-61.12083332;1.83249999;51.99;2003.0;28.41475573280147
77;CARACARAI;82042;-61.12083332;1.83249999;51.99;2004.0;28.378746014877663
78;CARACARAI;82042;-61.12083332;1.83249999;51.99;2005.0;28.42710551790902
79;CARACARAI;82042;-61.12083332;1.83249999;51.99;2006.0;28.105114155251123
80;CARACARAI;82042;-61.12083332;1.83249999;51.99;2007.0;28.082283105022814
81;CARACARAI;82042;-61.12083332;1.83249999;51.99;2008.0;27.604371584699432
82;CARACARAI;82042;-61.12083332;1.83249999;51.99;2009.0;28.268584474885824
83;CARACARAI;82042;-61.12083332;1.83249999;51.99;2010.0;27.842739726027375
84;CARACARAI;82042;-61.12083332;1.83249999;51.99;2011.0;27.504109589041093
85;CARACARAI;82042;-61.12083332;1.83249999;51.99;2012.0;27.62677595628415
86;CARACARAI;82042;-61.12083332;1.83249999;51.99;2013.0;27.70096246390759
87;CARACARAI;82042;-61.12083332;1.83249999;51.99;2014.0;28.262463343108532
88;CARACARAI;82042;-61.12083332;1.83249999;51.99;2015.0;28.384095634095633
89;CARACARAI;82042;-61.12083332;1.83249999;51.99;2016.0;28.65509999999994
90;CARACARAI;82042;-61.12083332;1.83249999;51.99;2017.0;27.830943025540275
91;CARACARAI;82042;-61.12083332;1.83249999;51.99;2018.0;28.02911392405059
92;CARACARAI;82042;-61.12083332;1.83249999;51.99;2019.0;28.336033229491164
93;CARACARAI;82042;-61.12083332;1.83249999;51.99;2020.0;27.56670951156808
94;CARACARAI;82042;-61.12083332;1.83249999;51.99;2021.0;27.53498419388832
95;MACAPA;82098;-51.11;-0.04499999;12.8;1967.0;28.17173913043478
96;MACAPA;82098;-51.11;-0.04499999;12.8;1968.0;27.210382513661184
97;MACAPA;82098;-51.11;-0.04499999;12.8;1969.0;28.021004566210053
98;MACAPA;82098;-51.11;-0.04499999;12.8;1970.0;27.827762557077616
99;MACAPA;82098;-51.11;-0.04499999;12.8;1971.0;26.969315068493184
100;MACAPA;82098;-51.11;-0.04499999;12.8;1972.0;27.346812386156653
101;MACAPA;82098;-51.11;-0.04499999;12.8;1973.0;27.41872146118722
102;MACAPA;82098;-51.11;-0.04499999;12.8;1974.0;26.957899543378957
103;MACAPA;82098;-51.11;-0.04499999;12.8;1975.0;26.96910490856592
104;MACAPA;82098;-51.11;-0.04499999;12.8;1976.0;27.203825136611993
105;MACAPA;82098;-51.11;-0.04499999;12.8;1977.0;27.373607305936023
106;MACAPA;82098;-51.11;-0.04499999;12.8;1978.0;27.264200913242004
107;MACAPA;82098;-51.11;-0.04499999;12.8;1979.0;27.623013698630135
108;MACAPA;82098;-51.11;-0.04499999;12.8;1980.0;27.779365079365093
109;MACAPA;82098;-51.11;-0.04499999;12.8;1981.0;27.963652968036563
110;MACAPA;82098;-51.11;-0.04499999;12.8;1982.0;27.493150684931482
111;MACAPA;82098;-51.11;-0.04499999;12.8;1983.0;28.15232876712328
112;MACAPA;82098;-51.11;-0.04499999;12.8;1984.0;27.191985428051034
113;MACAPA;82098;-51.11;-0.04499999;12.8;1985.0;26.875342465753434
114;MACAPA;82098;-51.11;-0.04499999;12.8;1986.0;27.30867579908675
115;MACAPA;82098;-51.11;-0.04499999;12.8;1987.0;28.25388127853882
116;MACAPA;82098;-51.11;-0.04499999;12.8;1988.0;27.71302367941715
117;MACAPA;82098;-51.11;-0.04499999;12.8;1989.0;27.28657534246571
118;MACAPA;82098;-51.11;-0.04499999;12.8;1990.0;27.777412935323387
119;MACAPA;82098;-51.11;-0.04499999;12.8;1991.0;27.795708582834315
120;MACAPA;82098;-51.11;-0.04499999;12.8;1992.0;28.020535714285685
121;MACAPA;82098;-51.11;-0.04499999;12.8;1993.0;27.923084577114366
122;MACAPA;82098;-51.11;-0.04499999;12.8;1994.0;27.65565217391303
123;MACAPA;82098;-51.11;-0.04499999;12.8;1995.0;28.023013698630134
124;MACAPA;82098;-51.11;-0.04499999;12.8;1996.0;28.02868852459015
125;MACAPA;82098;-51.11;-0.04499999;12.8;1997.0;27.908004268943394
126;MACAPA;82098;-51.11;-0.04499999;12.8;1998.0;28.826301369863
127;MACAPA;82098;-51.11;-0.04499999;12.8;1999.0;28.07506849315065
128;MACAPA;82098;-51.11;-0.04499999;12.8;2000.0;27.929326047358792
129;MACAPA;82098;-51.11;-0.04499999;12.8;2001.0;28.27671232876709
130;MACAPA;82098;-51.11;-0.04499999;12.8;2002.0;28.48191780821919
131;MACAPA;82098;-51.11;-0.04499999;12.8;2003.0;28.522465753424633
132;MACAPA;82098;-51.11;-0.04499999;12.8;2004.0;28.41357012750456
133;MACAPA;82098;-51.11;-0.04499999;12.8;2005.0;28.534246575342436
134;MACAPA;82098;-51.11;-0.04499999;12.8;2006.0;28.194885844748825
135;MACAPA;82098;-51.11;-0.04499999;12.8;2007.0;28.34648401826485
136;MACAPA;82098;-51.11;-0.04499999;12.8;2008.0;28.245264116575576
137;MACAPA;82098;-51.11;-0.04499999;12.8;2009.0;28.427945205479404
138;MACAPA;82098;-51.11;-0.04499999;12.8;2010.0;28.85274223034732
139;MACAPA;82098;-51.11;-0.04499999;12.8;2011.0;28.503290676416825
140;MACAPA;82098;-51.11;-0.04499999;12.8;2012.0;28.64220601640836
141;MACAPA;82098;-51.11;-0.04499999;12.8;2013.0;28.363952424519645
142;MACAPA;82098;-51.11;-0.04499999;12.8;2014.0;28.289954337899513
143;MACAPA;82098;-51.11;-0.04499999;12.8;2015.0;28.632146118721437
144;MACAPA;82098;-51.11;-0.04499999;12.8;2016.0;28.71359325605905
145;MACAPA;82098;-51.11;-0.04499999;12.8;2017.0;28.518764044943797
146;MACAPA;82098;-51.11;-0.04499999;12.8;2018.0;28.351304347826126
147;MACAPA;82098;-51.11;-0.04499999;12.8;2019.0;28.55892040256175
148;MACAPA;82098;-51.11;-0.04499999;12.8;2020.0;28.656907593778644
149;MACAPA;82098;-51.11;-0.04499999;12.8;2021.0;28.39359359359357
150;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;1961.0;26.030046082949262
151;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;1962.0;25.912146118721402
152;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;1963.0;25.84155251141555
153;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;1964.0;26.504189435336983
154;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;1965.0;26.85369863013696
155;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;1966.0;26.84100456621005
156;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;1967.0;26.452054794520556
157;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;1968.0;26.442167577413453
158;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;1969.0;26.43625570776256
159;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;1970.0;26.324931506849317
160;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;1971.0;25.98995433789955
161;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;1972.0;26.40728597449911
162;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;1973.0;26.176347031963395
163;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;1974.0;26.17114155251142
164;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;1975.0;25.99652968036526
165;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;1976.0;26.291803278688484
166;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;1977.0;26.500547945205536
167;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;1978.0;26.27972602739726
168;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;1979.0;25.982275449101788
169;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;1980.0;26.551321786691044
170;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;1981.0;26.391499085923282
171;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;1982.0;26.3319230769231
172;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;1983.0;26.880365296803664
173;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;1984.0;25.97814207650271
174;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;1985.0;25.9146768893757
175;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;1986.0;26.217982017981978
176;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;1987.0;26.896621004566214
177;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;1988.0;26.401183970856117
178;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;1989.0;26.271415525114175
179;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;1990.0;26.422739726027373
180;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;1991.0;26.67738970588235
181;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;1992.0;26.91138014527842
182;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;1993.0;26.361095890410954
183;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;1994.0;26.595433789954296
184;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;1995.0;27.071780821917805
185;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;1996.0;26.224044734389523
186;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;1997.0;26.475433789954355
187;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;1998.0;26.79906629318393
188;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;1999.0;26.160541044776096
189;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;2000.0;26.792499999999986
190;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;2001.0;27.131784386617117
191;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;2002.0;27.30990654205605
192;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;2003.0;27.590120036934476
193;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;2004.0;27.446672828096144
194;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;2005.0;27.428244972577716
195;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;2006.0;27.24073059360736
196;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;2007.0;27.29680365296803
197;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;2008.0;26.959016393442578
198;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;2009.0;27.170247148289008
199;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;2010.0;27.60219579139983
200;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;2011.0;27.165461465271164
201;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;2012.0;26.405237154150228
202;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;2013.0;26.19733475479741
203;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;2014.0;26.238902439024393
204;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;2015.0;27.100649350649334
205;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;2016.0;26.614002205071653
206;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;2017.0;27.0255234297108
207;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;2018.0;26.666504381694235
208;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;2019.0;26.1682278481012
209;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;2020.0;25.47225806451615
210;SAO GABRIEL DA CACHOEIRA(UAUPES);82106;-67.06111111;-0.12527777;79.71;2021.0;25.076315789473693
211;BARCELOS;82113;-62.9286111;-0.97416666;30.65;1961.0;26.840639269406307
212;BARCELOS;82113;-62.9286111;-0.97416666;30.65;1962.0;26.95863013698617
213;BARCELOS;82113;-62.9286111;-0.97416666;30.65;1963.0;26.735106382978714
214;BARCELOS;82113;-62.9286111;-0.97416666;30.65;1964.0;26.975890410958947
215;BARCELOS;82113;-62.9286111;-0.97416666;30.65;1965.0;27.62410958904112
216;BARCELOS;82113;-62.9286111;-0.97416666;30.65;1966.0;27.84931506849298
217;BARCELOS;82113;-62.9286111;-0.97416666;30.65;1967.0;26.986027397260013
218;BARCELOS;82113;-62.9286111;-0.97416666;30.65;1968.0;26.63998178506359
219;BARCELOS;82113;-62.9286111;-0.97416666;30.65;1969.0;27.11351598173509
220;BARCELOS;82113;-62.9286111;-0.97416666;30.65;1970.0;26.70730593607298
221;BARCELOS;82113;-62.9286111;-0.97416666;30.65;1971.0;26.283470319634734
222;BARCELOS;82113;-62.9286111;-0.97416666;30.65;1972.0;26.31921675774136
223;BARCELOS;82113;-62.9286111;-0.97416666;30.65;1973.0;26.711327762302634
224;BARCELOS;82113;-62.9286111;-0.97416666;30.65;1974.0;26.14374429223744
225;BARCELOS;82113;-62.9286111;-0.97416666;30.65;1975.0;26.157784431137717
226;BARCELOS;82113;-62.9286111;-0.97416666;30.65;1976.0;26.20636182902588
227;BARCELOS;82113;-62.9286111;-0.97416666;30.65;1977.0;26.796314741035868
228;BARCELOS;82113;-62.9286111;-0.97416666;30.65;1978.0;26.62803652968034
229;BARCELOS;82113;-62.9286111;-0.97416666;30.65;1979.0;27.055342465753387
230;BARCELOS;82113;-62.9286111;-0.97416666;30.65;1980.0;27.355150410209653
231;BARCELOS;82113;-62.9286111;-0.97416666;30.65;1981.0;26.887671232876727
232;BARCELOS;82113;-62.9286111;-0.97416666;30.65;1982.0;27.226757990867718
233;BARCELOS;82113;-62.9286111;-0.97416666;30.65;1983.0;27.815616438356336
234;BARCELOS;82113;-62.9286111;-0.97416666;30.65;1984.0;26.933970856102114
235;BARCELOS;82113;-62.9286111;-0.97416666;30.65;1985.0;27.024200913242108
236;BARCELOS;82113;-62.9286111;-0.97416666;30.65;1986.0;26.688630136986433
237;BARCELOS;82113;-62.9286111;-0.97416666;30.65;1987.0;27.058487084871107
238;BARCELOS;82113;-62.9286111;-0.97416666;30.65;1988.0;26.7351102941177
239;BARCELOS;82113;-62.9286111;-0.97416666;30.65;1989.0;26.526666666666998
240;BARCELOS;82113;-62.9286111;-0.97416666;30.65;1990.0;26.187524752475277
241;BARCELOS;82113;-62.9286111;-0.97416666;30.65;1991.0;27.930645161290254
242;BARCELOS;82113;-62.9286111;-0.97416666;30.65;1992.0;27.102732240437422
243;BARCELOS;82113;-62.9286111;-0.97416666;30.65;1993.0;26.563893967093527
244;BARCELOS;82113;-62.9286111;-0.97416666;30.65;1994.0;27.16785388127857
245;BARCELOS;82113;-62.9286111;-0.97416666;30.65;1995.0;27.63698630136982
246;BARCELOS;82113;-62.9286111;-0.97416666;30.65;1996.0;27.023083941605822
247;BARCELOS;82113;-62.9286111;-0.97416666;30.65;1997.0;27.775256769374437
248;BARCELOS;82113;-62.9286111;-0.97416666;30.65;1998.0;28.154246575342455
249;BARCELOS;82113;-62.9286111;-0.97416666;30.65;1999.0;26.997534246575373
250;BARCELOS;82113;-62.9286111;-0.97416666;30.65;2000.0;27.021948998178498
251;BARCELOS;82113;-62.9286111;-0.97416666;30.65;2001.0;27.506210045662105
252;BARCELOS;82113;-62.9286111;-0.97416666;30.65;2002.0;27.585280588776456
253;BARCELOS;82113;-62.9286111;-0.97416666;30.65;2003.0;27.79187442289934
254;BARCELOS;82113;-62.9286111;-0.97416666;30.65;2004.0;27.543478260869563
255;BARCELOS;82113;-62.9286111;-0.97416666;30.65;2005.0;27.266183574879218
256;BARCELOS;82113;-62.9286111;-0.97416666;30.65;2006.0;27.373242009132447
257;BARCELOS;82113;-62.9286111;-0.97416666;30.65;2007.0;27.49231473010063
258;BARCELOS;82113;-62.9286111;-0.97416666;30.65;2008.0;27.230145719489986
259;BARCELOS;82113;-62.9286111;-0.97416666;30.65;2009.0;27.87077534791256
260;BARCELOS;82113;-62.9286111;-0.97416666;30.65;2010.0;27.892328767123324
261;BARCELOS;82113;-62.9286111;-0.97416666;30.65;2011.0;27.22977168949772
262;BARCELOS;82113;-62.9286111;-0.97416666;30.65;2012.0;27.000728597449907
263;BARCELOS;82113;-62.9286111;-0.97416666;30.65;2013.0;26.732590233545665
264;BARCELOS;82113;-62.9286111;-0.97416666;30.65;2014.0;25.73932748538014
265;BARCELOS;82113;-62.9286111;-0.97416666;30.65;2015.0;26.21768595041323
266;BARCELOS;82113;-62.9286111;-0.97416666;30.65;2016.0;26.4746105919003
267;BARCELOS;82113;-62.9286111;-0.97416666;30.65;2017.0;26.14263959390866
268;BARCELOS;82113;-62.9286111;-0.97416666;30.65;2018.0;25.89647435897433
269;BARCELOS;82113;-62.9286111;-0.97416666;30.65;2019.0;26.105373134328335
270;BARCELOS;82113;-62.9286111;-0.97416666;30.65;2020.0;26.907287933094352
271;BARCELOS;82113;-62.9286111;-0.97416666;30.65;2021.0;26.603125000000002
272;TRACUATEUA;82145;-46.86527777;-1.06361111;24.68;1972.0;28.480727272727272
273;TRACUATEUA;82145;-46.86527777;-1.06361111;24.68;1973.0;26.712323612417663
274;TRACUATEUA;82145;-46.86527777;-1.06361111;24.68;1974.0;26.19908675799088
275;TRACUATEUA;82145;-46.86527777;-1.06361111;24.68;1975.0;26.301972386587813
276;TRACUATEUA;82145;-46.86527777;-1.06361111;24.68;1976.0;26.693624772313353
277;TRACUATEUA;82145;-46.86527777;-1.06361111;24.68;1977.0;26.894611872146143
278;TRACUATEUA;82145;-46.86527777;-1.06361111;24.68;1978.0;26.93105022831051
279;TRACUATEUA;82145;-46.86527777;-1.06361111;24.68;1979.0;28.350549450549458
280;TRACUATEUA;82145;-46.86527777;-1.06361111;24.68;1980.0;26.917369477911677
281;TRACUATEUA;82145;-46.86527777;-1.06361111;24.68;1981.0;27.302405180388533
282;TRACUATEUA;82145;-46.86527777;-1.06361111;24.68;1982.0;26.86386554621847
283;TRACUATEUA;82145;-46.86527777;-1.06361111;24.68;1983.0;27.795635673624293
284;TRACUATEUA;82145;-46.86527777;-1.06361111;24.68;1984.0;26.670759137769537
285;TRACUATEUA;82145;-46.86527777;-1.06361111;24.68;1985.0;26.419703389830527
286;TRACUATEUA;82145;-46.86527777;-1.06361111;24.68;1986.0;26.722303473491788
287;TRACUATEUA;82145;-46.86527777;-1.06361111;24.68;1987.0;27.872082878953115
288;TRACUATEUA;82145;-46.86527777;-1.06361111;24.68;1988.0;26.951459854014615
289;TRACUATEUA;82145;-46.86527777;-1.06361111;24.68;1989.0;26.93582966226136
290;TRACUATEUA;82145;-46.86527777;-1.06361111;24.68;1990.0;27.33572084481176
291;TRACUATEUA;82145;-46.86527777;-1.06361111;24.68;1991.0;26.96750465549347
292;TRACUATEUA;82145;-46.86527777;-1.06361111;24.68;1992.0;27.813150684931518
293;TRACUATEUA;82145;-46.86527777;-1.06361111;24.68;1993.0;27.81178082191782
294;TRACUATEUA;82145;-46.86527777;-1.06361111;24.68;1994.0;27.09166666666664
295;TRACUATEUA;82145;-46.86527777;-1.06361111;24.68;1995.0;27.362557077625592
296;TRACUATEUA;82145;-46.86527777;-1.06361111;24.68;1996.0;27.41083788706741
297;TRACUATEUA;82145;-46.86527777;-1.06361111;24.68;1997.0;27.42876712328768
298;TRACUATEUA;82145;-46.86527777;-1.06361111;24.68;1998.0;27.924195032198742
299;TRACUATEUA;82145;-46.86527777;-1.06361111;24.68;1999.0;26.992876712328762
300;TRACUATEUA;82145;-46.86527777;-1.06361111;24.68;2000.0;26.87295081967211
