longitude,latitude,altitude
-52.05,-28.75,615.679097222222
-51.95,-28.75,524.389097222222
-51.85,-28.75,672.271111111111
-51.75,-28.75,705.580694444445
-51.65,-28.75,666.326597222222
-51.55,-28.75,616.361944444444
-51.45,-28.75,666.369930555556
-51.35,-28.75,761.719305555556
-51.25,-28.75,803.053958333333
-51.15,-28.75,769.860333333333
-51.05,-28.75,806.1365
-52.65,-28.85,600.735888888889
-52.55,-28.85,627.3835
-52.45,-28.85,711.492361111111
-52.35,-28.85,746.102152777778
-52.25,-28.85,654.124722222222
-52.15,-28.85,504.618263888889
-52.05,-28.85,558.956458333333
-51.95,-28.85,498.207222222222
-51.85,-28.85,581.743611111111
-51.75,-28.85,654.462986111111
-51.65,-28.85,651.624375
-51.55,-28.85,595.248958333333
-51.45,-28.85,715.575902777778
-51.35,-28.85,802.465208333333
-51.25,-28.85,814.852708333333
-51.15,-28.85,770.550944444444
-51.05,-28.85,648.0985
-52.65,-28.95,641.934055555556
-52.55,-28.95,664.859166666667
-52.45,-28.95,660.889861111111
-52.35,-28.95,662.892986111111
-52.25,-28.95,625.721736111111
-52.15,-28.95,459.758402777778
-52.05,-28.95,517.179097222222
-51.95,-28.95,448.754513888889
-51.85,-28.95,483.286458333333
-51.75,-28.95,615.573888888889
-51.65,-28.95,659.635833333333
-51.55,-28.95,539.532986111111
-51.45,-28.95,695.522083333333
-51.35,-28.95,706.382569444444
-51.25,-28.95,607.240972222222
-51.15,-28.95,656.374944444444
-51.05,-28.95,703.524166666667
-52.65,-29.05,620.893995584989
-52.55,-29.05,618.265121412804
-52.45,-29.05,711.824834437086
-52.35,-29.05,592.459878587197
-52.25,-29.05,641.467991169978
-52.15,-29.05,555.097516556291
-52.05,-29.05,370.361368653422
-51.95,-29.05,464.531346578366
-51.85,-29.05,400.479690949227
-51.75,-29.05,531.456291390728
-51.65,-29.05,532.526821192053
-51.55,-29.05,515.837858719647
-51.45,-29.05,545.090176600442
-51.35,-29.05,583.669426048565
-51.25,-29.05,586.261258278146
-51.15,-29.05,766.574172185431
-51.05,-29.05,839.280750551876
-52.65,-29.15,543.314988814318
-52.55,-29.15,511.840313199105
-52.45,-29.15,639.051901565996
-52.35,-29.15,523.443624161074
-52.25,-29.15,549.319351230425
-52.15,-29.15,487.788982102908
-52.05,-29.15,353.646085011186
-51.95,-29.15,492.503914988814
-51.85,-29.15,396.041890380313
-51.75,-29.15,304.052460850112
-51.65,-29.15,401.550223713647
-51.55,-29.15,485.400615212528
-51.45,-29.15,529.337304250559
-51.35,-29.15,697.689261744966
-51.25,-29.15,727.767953020134
-51.15,-29.15,738.810917225951
-51.05,-29.15,835.664116331096
-48.15,-14.05,493.31298013245
-48.05,-14.05,461.045960264901
-47.95,-14.05,496.898399558499
-47.85,-14.05,511.044606206557
-47.75,-14.05,789.911124714787
-47.65,-14.05,1276.22378587196
-47.55,-14.05,1460.5738410596
-47.45,-14.05,1195.95717439294
-47.35,-14.05,1068.39658475179
-47.25,-14.05,1066.08158495186
-47.15,-14.05,916.808278145695
-47.05,-14.05,518.728476821192
-46.95,-14.05,438.217991169978
-46.85,-14.05,477.287559520552
-46.75,-14.05,486.750681729646
-46.65,-14.05,519.072008830022
-46.55,-14.05,615.440309050773
-48.15,-14.15,535.946040268456
-48.05,-14.15,499.993825503356
-47.95,-14.15,503.145973154362
-47.85,-14.15,742.463974707416
-47.75,-14.15,1168.03784332525
-47.65,-14.15,1410.48775167785
-47.55,-14.15,1229.35559284116
-47.45,-14.15,882.415604026846
-47.35,-14.15,827.493981918021
-47.25,-14.15,700.838982572895
-47.15,-14.15,524.500838926174
-47.05,-14.15,451.472706935123
-46.95,-14.15,437.108165548098
-46.85,-14.15,495.531033335182
-46.75,-14.15,532.386611020247
-46.65,-14.15,551.505100671141
-46.55,-14.15,691.786263982103
-48.15,-14.25,653.8925
-48.05,-14.25,590.435333333333
-47.95,-14.25,787.807361111111
-47.85,-14.25,1116.22121212121
-47.75,-14.25,1215.23662464986
-47.65,-14.25,1258.15770833333
-47.55,-14.25,1247.20534722222
-47.45,-14.25,1006.66298611111
-47.35,-14.25,562.532300275482
-47.25,-14.25,484.772478991597
-47.15,-14.25,467.135555555556
-47.05,-14.25,441.729097222222
-46.95,-14.25,464.047013888889
-46.85,-14.25,513.96108815427
-46.75,-14.25,541.985924369748
-46.65,-14.25,630.371277777778
-46.55,-14.25,739.7735
-48.15,-14.35,602.593722222222
-48.05,-14.35,645.063333333333
-47.95,-14.35,796.301736111111
-47.85,-14.35,1050.14049586777
-47.75,-14.35,1084.27829131653
-47.65,-14.35,1123.60298611111
-47.55,-14.35,1130.92291666667
-47.45,-14.35,1077.99395833333
-47.35,-14.35,564.831473829201
-47.25,-14.35,507.738655462185
-47.15,-14.35,467.065763888889
-47.05,-14.35,443.862916666667
-46.95,-14.35,462.191041666667
-46.85,-14.35,496.567561983471
-46.75,-14.35,523.356582633053
-46.65,-14.35,584.499722222222
-46.55,-14.35,730.710388888889
-48.15,-14.45,673.571444444444
-48.05,-14.45,762.376666666667
-47.95,-14.45,701.234930555556
-47.85,-14.45,847.971418732782
-47.75,-14.45,1003.38067226891
-47.65,-14.45,1099.24375
-47.55,-14.45,1066.97423611111
-47.45,-14.45,1028.92729166667
-47.35,-14.45,531.483953168044
-47.25,-14.45,521.814145658263
-47.15,-14.45,454.471944444444
-47.05,-14.45,450.847569444445
-46.95,-14.45,456.513958333333
-46.85,-14.45,474.219834710744
-46.75,-14.45,504.558473389356
-46.65,-14.45,611.691222222222
-46.55,-14.45,689.277777777778
-48.15,-14.55,571.303777777778
-48.05,-14.55,694.946611111111
-47.95,-14.55,912.217013888889
-47.85,-14.55,892.899311294766
-47.75,-14.55,936.781232492997
-47.65,-14.55,1009.32291666667
-47.55,-14.55,1034.69597222222
-47.45,-14.55,902.193958333333
-47.35,-14.55,503.896005509642
-47.25,-14.55,468.525420168067
-47.15,-14.55,448.062777777778
-47.05,-14.55,467.858541666667
-46.95,-14.55,467.046388888889
-46.85,-14.55,474.361570247934
-46.75,-14.55,502.309943977591
-46.65,-14.55,582.4855
-46.55,-14.55,553.989333333333
-48.15,-14.65,693.867833333333
-48.05,-14.65,820.876722222222
-47.95,-14.65,952.841180555556
-47.85,-14.65,960.44173553719
-47.75,-14.65,1003.44404761905
-47.65,-14.65,972.858888888889
-47.55,-14.65,1024.20763888889
-47.45,-14.65,750.619722222222
-47.35,-14.65,480.721212121212
-47.25,-14.65,452.436414565826
-47.15,-14.65,447.967986111111
-47.05,-14.65,462.444930555556
-46.95,-14.65,473.861458333333
-46.85,-14.65,478.52217630854
-46.75,-14.65,492.237605042017
-46.65,-14.65,556.220666666667
-46.55,-14.65,773.561333333333
-48.15,-14.75,967.419
-48.05,-14.75,1071.49705555556
-47.95,-14.75,1070.61451388889
-47.85,-14.75,1022.98106060606
-47.75,-14.75,1070.43536414566
-47.65,-14.75,1045.05555555556
-47.55,-14.75,1028.15243055556
-47.45,-14.75,565.081875
-47.35,-14.75,467.843112947658
-47.25,-14.75,459.957913165266
-47.15,-14.75,451.290625
-47.05,-14.75,458.414722222222
-46.95,-14.75,482.891041666667
-46.85,-14.75,494.209366391185
-46.75,-14.75,504.548319327731
-46.65,-14.75,735.140777777778
-46.55,-14.75,963.554111111111
-48.15,-14.85,985.526555555555
-48.05,-14.85,1074.27394444444
-47.95,-14.85,1091.85902777778
-47.85,-14.85,1096.05661157025
-47.75,-14.85,1136.61491596639
-47.65,-14.85,1065.52597222222
-47.55,-14.85,863.247013888889
-47.45,-14.85,500.855486111111
-47.35,-14.85,471.67782369146
-47.25,-14.85,456.91568627451
-47.15,-14.85,460.564583333333
-47.05,-14.85,469.43625
-46.95,-14.85,499.753263888889
-46.85,-14.85,586.012672176309
-46.75,-14.85,559.4581232493
-46.65,-14.85,987.690611111111
-46.55,-14.85,983.555833333333
-48.15,-14.95,1092.85577777778
-48.05,-14.95,1069.69522222222
-47.95,-14.95,1094.05763888889
-47.85,-14.95,1080.4694214876
-47.75,-14.95,1114.89649859944
-47.65,-14.95,1084.65097222222
-47.55,-14.95,788.346527777778
-47.45,-14.95,598.828194444444
-47.35,-14.95,484.508884297521
-47.25,-14.95,477.722829131653
-47.15,-14.95,471.405555555556
-47.05,-14.95,497.614375
-46.95,-14.95,512.282638888889
-46.85,-14.95,562.079063360882
-46.75,-14.95,574.194117647059
-46.65,-14.95,953.969166666666
-46.55,-14.95,965.148722222222
-48.15,-15.05,932.736732891832
-48.05,-15.05,859.854304635762
-47.95,-15.05,900.822185430464
-47.85,-15.05,915.135077445132
-47.75,-15.05,1099.62752518226
-47.65,-15.05,944.60678807947
-47.55,-15.05,643.875220750552
-47.45,-15.05,750.401214128035
-47.35,-15.05,503.562092934158
-47.25,-15.05,488.859480215927
-47.15,-15.05,487.900165562914
-47.05,-15.05,757.675055187638
-46.95,-15.05,862.150496688742
-46.85,-15.05,781.879262218817
-46.75,-15.05,621.183427013189
-46.65,-15.05,892.383929359823
-46.55,-15.05,940.891302428256
-48.15,-15.15,812.112796420582
-48.05,-15.15,807.237762863535
-47.95,-15.15,817.526677852349
-47.85,-15.15,830.790559653891
-47.75,-15.15,1043.55185832722
-47.65,-15.15,890.991610738255
-47.55,-15.15,575.136409395973
-47.45,-15.15,687.497874720358
-47.35,-15.15,572.757945532198
-47.25,-15.15,503.232586994529
-47.15,-15.15,522.333501118568
-47.05,-15.15,804.674496644295
-46.95,-15.15,978.731096196868
-46.85,-15.15,962.968051472627
-46.75,-15.15,797.430770966104
-46.65,-15.15,836.592662192394
-46.55,-15.15,904.071319910514
-48.15,-24.05,674.982781456954
-48.05,-24.05,697.358454746137
-47.95,-24.05,754.658443708609
-47.85,-24.05,813.836900005473
-47.75,-24.05,881.558183538316
-47.65,-24.05,859.376766004415
-47.55,-24.05,786.66495584989
-47.45,-24.05,714.894922737307
-47.35,-24.05,685.256690930984
-47.25,-24.05,698.7727196839
-47.15,-24.05,730.719922737307
-47.05,-24.05,764.190728476821
-46.95,-24.05,764.993432671082
-46.85,-24.05,778.160910732855
-46.75,-24.05,649.220156936947
-46.65,-24.05,435.233011049724
-46.55,-24.05,48.2938721605917
-48.15,-24.15,737.713108108108
-48.05,-24.15,768.682522522522
-47.95,-24.15,713.415765765766
-47.85,-24.15,539.474983247711
-47.75,-24.15,542.197478991597
-47.65,-24.15,666.579222972973
-47.55,-24.15,500.806306306306
-47.45,-24.15,565.833952702703
-47.35,-24.15,571.653339289703
-47.25,-24.15,618.443674767204
-47.15,-24.15,698.014132882883
-47.05,-24.15,659.895326576577
-46.95,-24.15,438.87393018018
-46.85,-24.15,257.417411212866
-46.75,-24.15,227.863786054963
-48.15,-24.25,757.563195592287
-48.05,-24.25,643.821267217631
-47.95,-24.25,353.095110192837
-47.85,-24.25,264.717027525442
-47.75,-24.25,150.108549204806
-47.65,-24.25,280.467837465565
-47.55,-24.25,488.982438016529
-47.45,-24.25,259.970247933884
-47.35,-24.25,209.199644833003
-47.25,-24.25,288.361761233419
-47.15,-24.25,343.971831955923
-47.05,-24.25,61.8636363636364
-46.95,-24.25,29.9374655647383
-48.15,-24.35,203.167611111111
-48.05,-24.35,111.979388888889
-47.95,-24.35,54.3849305555556
-47.85,-24.35,87.5622589531681
-47.75,-24.35,108.00581232493
-47.65,-24.35,93.7408333333333
-47.55,-24.35,112.300972222222
-47.45,-24.35,164.745763888889
-47.35,-24.35,181.382575757576
-47.25,-24.35,243.760994397759
-47.15,-24.35,149.191736111111
-47.05,-24.35,17.4740972222222
-48.15,-24.45,53.5346111111111
-48.05,-24.45,58.3565555555556
-47.95,-24.45,29.7676388888889
-47.85,-24.45,39.4648760330578
-47.75,-24.45,63.3418067226891
-47.65,-24.45,184.094375
-47.55,-24.45,330.628611111111
-47.45,-24.45,408.539444444444
-47.35,-24.45,560.968319559229
-47.25,-24.45,459.771568627451
-47.15,-24.45,170.685277777778
-48.15,-24.55,62.6247222222222
-48.05,-24.55,37.7319444444444
-47.95,-24.55,26.4234027777778
-47.85,-24.55,31.9506198347107
-47.75,-24.55,24.3142857142857
-47.65,-24.55,23.9474305555556
-47.55,-24.55,38.3644444444444
-47.45,-24.55,117.785138888889
-47.35,-24.55,84.2747245179063
-47.25,-24.55,24.0056722689076
-48.15,-24.65,114.422745098039
-48.05,-24.65,62.2847058823529
-47.95,-24.65,23.7785014005602
-47.85,-24.65,11.3039794430169
-47.75,-24.65,12.559918084881
-47.65,-24.65,27.1009803921569
-47.55,-24.65,17.9612745098039
-47.45,-24.65,16.5109243697479
-48.15,-24.75,71.8960330578512
-48.05,-24.75,51.8006060606061
-47.95,-24.75,27.8486225895317
-47.85,-24.75,17.7486510484257
-47.75,-24.75,17.1199388846448
-47.65,-24.75,28.5446280991736
-48.15,-24.85,93.8619444444445
-48.05,-24.85,84.6668333333333
-47.95,-24.85,81.0645833333333
-47.85,-24.85,26.7004820936639
-47.75,-24.85,12.3364145658263
-48.15,-24.95,138.474722222222
-48.05,-24.95,112.055833333333
-47.95,-24.95,123.480069444444
-47.85,-24.95,14.5906336088154
-48.15,-25.05,218.494889502762
-48.05,-25.05,57.0774960380349
-47.95,-25.05,10.3540972222222
-48.15,-25.15,12.6942334739803
-48.05,-25.15,12.2681623931624
-47.95,-25.15,3.64565826330532
-48.15,-25.25,51.4276033057851
-48.05,-25.25,171.703305785124
-48.15,-25.35,11.3210310486233
-60.15,5.15,1088.22894444444
-60.15,5.05,899.072055555556
-60.05,5.05,859.211666666667
-60.15,4.95,1118.63733333333
-60.05,4.95,902.969511111111
-60.15,4.85,1061.22488888889
-60.05,4.85,946.246711111111
-49.65,-27.05,623.932715231788
-49.55,-27.05,537.559381898455
-49.45,-27.05,200.203752759382
-49.35,-27.05,218.657161622243
-49.25,-27.05,239.88491290556
-49.15,-27.05,136.142991169978
-49.05,-27.05,71.8197571743929
-48.95,-27.05,38.1278145695364
-48.85,-27.05,45.1774396584752
-48.75,-27.05,36.4266792809839
-48.65,-27.05,1.82599337748344
-49.65,-27.15,311.801252796421
-49.55,-27.15,341.301744966443
-49.45,-27.15,258.125
-49.35,-27.15,439.000554661934
-49.25,-27.15,549.879871411652
-49.15,-27.15,334.450391498881
-49.05,-27.15,193.070973154362
-48.95,-27.15,81.5148769574944
-48.85,-27.15,129.746519496367
-48.75,-27.15,86.2729682477018
-48.65,-27.15,12.238870246085
-49.65,-27.25,425.216666666667
-49.55,-27.25,472.485944444445
-49.45,-27.25,475.382777777778
-49.35,-27.25,618.121349862259
-49.25,-27.25,589.084593837535
-49.15,-27.25,296.961597222222
-49.05,-27.25,128.437847222222
-48.95,-27.25,225.042222222222
-48.85,-27.25,233.274380165289
-48.75,-27.25,131.09418767507
-48.65,-27.25,46.0626388888889
-49.65,-27.35,617.316611111111
-49.55,-27.35,671.031555555556
-49.45,-27.35,571.790069444445
-49.35,-27.35,480.975895316804
-49.25,-27.35,452.09068627451
-49.15,-27.35,434.150069444445
-49.05,-27.35,263.009444444444
-48.95,-27.35,98.4165972222222
-48.85,-27.35,50.7398071625344
-48.75,-27.35,11.1109243697479
-48.65,-27.35,6.68305555555556
-48.55,-27.35,4.22243055555556
-49.65,-27.45,654.399166666667
-49.55,-27.45,752.257388888889
-49.45,-27.45,564.753888888889
-49.35,-27.45,622.462258953168
-49.25,-27.45,507.484383753501
-49.15,-27.45,390.661805555555
-49.05,-27.45,241.954722222222
-48.95,-27.45,311.664513888889
-48.85,-27.45,303.882024793388
-48.75,-27.45,63.7033613445378
-48.65,-27.45,76.3982638888889
-48.45,-27.45,2.24847222222222
-49.65,-27.55,539.320611111111
-49.55,-27.55,718.843222222222
-49.45,-27.55,711.126527777778
-49.35,-27.55,742.655509641873
-49.25,-27.55,751.058543417367
-49.15,-27.55,645.294097222222
-49.05,-27.55,417.609791666667
-48.95,-27.55,509.975902777778
-48.85,-27.55,122.7108815427
-48.75,-27.55,72.8546218487395
-48.65,-27.55,18.6965972222222
-48.45,-27.55,6.63395833333333
-49.65,-27.65,533.494444444444
-49.55,-27.65,573.234555555556
-49.45,-27.65,846.245347222222
-49.35,-27.65,775.826997245179
-49.25,-27.65,698.913725490196
-49.15,-27.65,638.460902777778
-49.05,-27.65,623.381527777778
-48.95,-27.65,329.369930555556
-48.85,-27.65,185.757713498623
-48.75,-27.65,71.5453781512605
-48.65,-27.65,18.2405555555556
-48.55,-27.65,81.52125
-49.65,-27.75,677.456222222222
-49.55,-27.75,638.272222222222
-49.45,-27.75,741.459375
-49.35,-27.75,893.023140495868
-49.25,-27.75,881.043557422969
-49.15,-27.75,735.907291666667
-49.05,-27.75,671.963541666667
-48.95,-27.75,344.063888888889
-48.85,-27.75,139.549242424242
-48.75,-27.75,12.3104341736695
-48.65,-27.75,26.0420138888889
-48.55,-27.75,21.7509722222222
-49.65,-27.85,1001.67183333333
-49.55,-27.85,913.976166666667
-49.45,-27.85,830.866041666667
-49.35,-27.85,799.508195592287
-49.25,-27.85,1007.59992997199
-49.15,-27.85,961.948611111111
-49.05,-27.85,475.49875
-48.95,-27.85,573.039652777778
-48.85,-27.85,486.702272727273
-48.75,-27.85,226.982212885154
-48.65,-27.85,68.0474305555556
-49.65,-27.95,1002.66727777778
-49.55,-27.95,1011.26983333333
-49.45,-27.95,1311.07145833333
-49.35,-27.95,953.467355371901
-49.25,-27.95,811.931512605042
-49.15,-27.95,855.133055555556
-49.05,-27.95,703.087777777778
-48.95,-27.95,832.965763888889
-48.85,-27.95,538.68891184573
-48.75,-27.95,99.8236694677871
-48.65,-27.95,14.7002777777778
-49.65,-28.05,1118.32631346578
-49.55,-28.05,1332.83721854305
-49.45,-28.05,1433.4332781457
-49.35,-28.05,714.54348420995
-49.25,-28.05,512.534253436474
-49.15,-28.05,697.465342163356
-49.05,-28.05,565.733609271523
-48.95,-28.05,727.795364238411
-48.85,-28.05,297.572765584807
-48.75,-28.05,45.5901274417052
-48.65,-28.05,1.10684326710817
-49.65,-28.15,1192.76496644295
-49.55,-28.15,1167.35767337808
-49.45,-28.15,888.934340044743
-49.35,-28.15,493.108935603749
-49.25,-28.15,359.950369409509
-49.15,-28.15,497.430984340045
-49.05,-28.15,373.518120805369
-48.95,-28.15,516.453635346756
-48.85,-28.15,159.227522325143
-48.75,-28.15,84.2118323839603
-48.65,-28.15,0.951565995525727
-46.65,-19.05,859.165518763797
-46.55,-19.05,857.158498896247
-46.45,-19.05,966.890452538631
-46.35,-19.05,1039.5628044442
-46.25,-19.05,923.041404641327
-46.15,-19.05,892.902262693157
-46.05,-19.05,951.898068432671
-45.95,-19.05,908.251048565121
-45.85,-19.05,814.603688905916
-45.75,-19.05,749.134231175914
-45.65,-19.05,619.868984547461
-45.55,-19.05,606.737582781457
-45.45,-19.05,596.741887417219
-45.35,-19.05,598.541240216737
-45.25,-19.05,604.41816461684
-45.15,-19.05,651.056291390729
-45.05,-19.05,690.517924944812
-46.65,-19.15,934.000495495495
-46.55,-19.15,868.483513513514
-46.45,-19.15,934.579673423423
-46.35,-19.15,1071.20354031718
-46.25,-19.15,1006.0543379514
-46.15,-19.15,892.933952702703
-46.05,-19.15,1002.9696509009
-45.95,-19.15,885.351745495496
-45.85,-19.15,803.095655572928
-45.75,-19.15,765.306779468544
-45.65,-19.15,619.964583333333
-45.55,-19.15,602.370720720721
-45.45,-19.15,620.59070945946
-45.35,-19.15,628.818125977217
-45.25,-19.15,624.292868498751
-45.15,-19.15,653.358558558559
-45.05,-19.15,707.407567567567
-46.65,-19.25,1097.92319559229
-46.55,-19.25,940.064848484848
-46.45,-19.25,880.816804407713
-46.35,-19.25,976.032306536439
-46.25,-19.25,1014.69115910827
-46.15,-19.25,974.079820936639
-46.05,-19.25,1028.85006887052
-45.95,-19.25,869.45826446281
-45.85,-19.25,824.934430708285
-45.75,-19.25,717.259601361206
-45.65,-19.25,647.756473829201
-45.55,-19.25,629.043388429752
-45.45,-19.25,651.055578512397
-45.35,-19.25,675.788197527491
-45.25,-19.25,647.134939926384
-45.15,-19.25,664.705068870523
-45.05,-19.25,711.575096418733
-46.65,-19.35,1061.35405555556
-46.55,-19.35,980.61
-46.45,-19.35,938.84875
-46.35,-19.35,1055.25275482094
-46.25,-19.35,1111.07577030812
-46.15,-19.35,1076.561875
-46.05,-19.35,1041.12111111111
-45.95,-19.35,859.476527777778
-45.85,-19.35,852.987258953168
-45.75,-19.35,691.382352941177
-45.65,-19.35,665.083125
-45.55,-19.35,668.576736111111
-45.45,-19.35,681.514861111111
-45.35,-19.35,654.275137741047
-45.25,-19.35,638.284033613445
-45.15,-19.35,655.330166666667
-45.05,-19.35,681.002611111111
-46.65,-19.45,929.100333333333
-46.55,-19.45,980.617111111111
-46.45,-19.45,1029.97694444444
-46.35,-19.45,1087.69449035813
-46.25,-19.45,1143.17471988796
-46.15,-19.45,1061.63694444444
-46.05,-19.45,971.200347222223
-45.95,-19.45,813.940486111111
-45.85,-19.45,728.673691460055
-45.75,-19.45,672.217296918767
-45.65,-19.45,656.717222222222
-45.55,-19.45,655.61375
-45.45,-19.45,642.023402777778
-45.35,-19.45,666.417768595041
-45.25,-19.45,669.624299719888
-45.15,-19.45,646.186555555556
-45.05,-19.45,660.896166666667
-46.65,-19.55,940.781388888889
-46.55,-19.55,970.968944444445
